Date,Current Ratio,Quick Ratio,Current Assets,Long-term debt to equity ratio,Share Holder Equity,Debt to Equity Ratio,Percentage of net profit to sale,Percentage of operating profit to sale,Percentage of Gross profit to sale,ROA,ROE,EPS,P/E,P/S,Stock book value,Stock Price,ROI,MarketReturn,Company,RealReturn,Risk,RealReturnClass,RiskClass
2017-09-30,1.28,1.23,128645,97207.0,134047,0.7252,0.2109,0.2676,0.3847,0.1395,0.3629,0.52,16.59,3.52,5.85,40.35,0.2794,2519.360107421875,AAPL,1.1128945689939997,0.44530888156424847,,
2017-06-30,1.39,1.35,112875,89864.0,132425,0.6786,0.2087,0.2684,0.3851,0.14,0.354,0.42,15.92,3.37,5.6,36.62,0.2821,2423.409912109375,AAPL,1.137336369542,0.6050068870131429,,
2017-03-31,1.39,1.35,101990,84531.0,134082,0.6304,0.2074,0.2691,0.3841,0.1415,0.3509,0.53,15.49,3.25,5.32,34.08,0.2881,2362.719970703125,AAPL,1.1798463745519996,0.9975135755133003,,
2016-12-31,1.23,1.2,103332,73557.0,132390,0.5556,0.2073,0.2715,0.3852,0.1431,0.3494,0.84,15.84,3.3,5.26,33.85,0.2942,2238.830078125,AAPL,1.2602304307519998,2.1124709070975003,,
2016-09-30,1.35,1.33,106869,75427.0,128249,0.5881,0.2119,0.2784,0.3908,0.1491,0.3559,0.43,13.02,2.71,4.32,27.18,0.3076,2168.27001953125,AAPL,1.3887677199679995,3.0124408707890034,,
2016-06-30,1.31,1.29,93761,68939.0,126541,0.5448,0.217,0.2855,0.3949,0.1601,0.3789,0.36,12.76,2.71,4.39,26.39,0.3356,2098.860107421875,AAPL,1.5734606050159998,3.6636184299132437,,
2016-03-31,1.28,1.25,87592,69374.0,130457,0.5318,0.2227,0.2939,0.3981,0.1744,0.4024,0.48,10.37,2.26,3.78,22.2,0.3678,2059.739990234375,AAPL,1.745332936528,2.938542722734066,,
2015-12-31,1.0,0.97,76219,53204.0,128267,0.4148,0.2287,0.3028,0.4013,0.1922,0.4279,0.82,11.19,2.5,4.23,25.15,0.4087,2043.93994140625,AAPL,1.8591364001200001,0.9209958378479981,,
2015-09-30,1.11,1.08,89378,53329.0,119355,0.4468,0.2285,0.3048,0.4006,0.1966,0.4294,0.5,10.26,2.36,4.18,24.16,0.4248,1920.030029296875,AAPL,1.8735467560800005,0.5111751167652833,,
2015-06-30,1.09,1.06,70953,47419.0,125677,0.3773,0.2262,0.3021,0.3971,0.1974,0.4146,0.46,10.93,2.51,4.7,25.13,0.4245,2063.110107421875,AAPL,1.8364375054400002,0.9052255704150922,,
2015-03-31,1.16,1.12,67891,40072.0,129006,0.3106,0.2253,0.3015,0.3966,0.1956,0.3944,0.58,13.18,3.0,5.18,28.54,0.4158,2067.889892578125,AAPL,1.719356055584,2.66297452735345,,
2014-12-31,1.13,1.1,83403,32504.0,123328,0.2636,0.2225,0.2967,0.3926,0.1928,0.3736,0.77,13.94,3.16,5.04,28.19,0.4064,2058.89990234375,AAPL,1.6079542677440002,2.6079557767211723,,
2014-09-30,1.08,1.05,68531,28987.0,111547,0.2599,0.2161,0.2872,0.3859,0.1785,0.3276,0.36,13.43,3.01,4.71,24.91,0.3657,1972.2900390625,AAPL,1.5150514599980003,0.5050082507576805,,
2014-06-30,1.47,1.44,67949,29030.0,120940,0.24,0.2164,0.2884,0.384,0.1792,0.312,0.32,14.08,3.06,4.76,22.64,0.3578,1960.22998046875,AAPL,1.6903702701260004,5.996251606906877,,
2014-03-31,1.63,1.59,70541,16962.0,120179,0.1411,0.2142,0.2857,0.3788,0.18,0.3036,0.42,13.43,2.92,4.12,20.78,0.3563,1872.3399658203125,AAPL,2.3642507597930003,17.502415071450372,,
2022-03-31,1.99,1.95,153922,48177.0,162924,0.2957,0.3763,0.4256,0.6873,0.214,0.4698,2.22,27.65,10.3,12.16,264.84,0.4029,4530.41015625,MSFT,1.727298387657,0.7335757175188748,,
2021-12-31,2.25,2.21,174188,48260.0,160010,0.3016,0.385,0.4252,0.6883,0.216,0.4839,2.48,32.1,12.08,14.13,307.56,0.3997,4766.18017578125,MSFT,1.6763644524110002,1.1507099257994338,,
2021-09-30,2.17,2.12,174326,50039.0,151978,0.3293,0.3851,0.4214,0.6886,0.2118,0.486,2.71,35.66,13.73,15.69,334.81,0.3889,4307.5400390625,MSFT,1.5866870266639999,1.836327857437227,,
2021-06-30,2.08,2.05,184406,50074.0,141988,0.3527,0.3645,0.4159,0.6893,0.1964,0.4623,2.17,31.34,12.07,13.84,280.14,0.3767,4297.5,MSFT,1.4838825599119998,2.1544604893104893,,
2021-03-31,2.29,2.26,165614,50007.0,134505,0.3718,0.3502,0.4015,0.6838,0.1844,0.4424,2.03,33.38,12.17,14.23,268.67,0.3528,3972.889892578125,MSFT,1.375628798312,1.806017718628476,,
2020-12-31,2.58,2.55,173973,55136.0,130236,0.4234,0.3347,0.3924,0.6835,0.1722,0.4219,2.03,31.78,11.13,13.07,233.29,0.3337,3756.070068359375,MSFT,1.286595400859,1.5815182578775373,,
2020-09-30,2.53,2.49,177077,57055.0,123392,0.4624,0.3229,0.3817,0.6827,0.1623,0.4074,1.82,32.72,10.96,12.72,219.58,0.3167,3363.0,MSFT,1.229160486014,0.9027919657004767,,
2020-06-30,2.52,2.49,181915,59578.0,118304,0.5036,0.3096,0.3703,0.6778,0.1542,0.3945,1.47,33.46,10.8,12.7,207.1,0.3021,3100.2900390625,MSFT,1.1868357255140003,0.5538050198400142,,
2020-03-31,2.9,2.88,170505,62862.0,114501,0.549,0.3336,0.3746,0.6817,0.1632,0.4274,1.4,34.76,10.75,12.79,199.89,0.3002,2584.590087890625,MSFT,1.1411541866660002,1.287491100292868,,
2019-12-31,2.8,2.77,167074,63361.0,110109,0.5754,0.3302,0.3674,0.6771,0.1595,0.4289,1.51,25.75,8.58,10.24,154.48,0.2917,3230.780029296875,MSFT,1.083516595116,1.3407584917998232,,
2019-09-30,2.85,2.81,165896,66478.0,106061,0.6268,0.3166,0.352,0.6656,0.1511,0.4157,1.38,26.84,8.86,10.65,154.05,0.2749,2976.739990234375,MSFT,1.0296422788839998,0.8339264555902597,,
2019-06-30,2.53,2.5,175552,66662.0,102330,0.6514,0.3118,0.3414,0.659,0.1472,0.4182,1.7,25.49,8.07,9.74,135.35,0.2652,2941.760009765625,MSFT,0.9880910486080001,0.823427794851093,,
2019-03-31,2.97,2.93,159887,66585.0,94864,0.7019,0.2858,0.3349,0.6544,0.1345,0.3928,1.14,25.72,8.04,9.74,130.42,0.2583,2834.39990234375,MSFT,0.9525781987039998,0.790759128938767,,
2018-12-31,3.12,3.08,156874,69653.0,92128,0.756,0.2831,0.3282,0.651,0.1314,0.3945,1.08,25.42,7.27,9.25,114.4,0.2488,2506.85009765625,MSFT,0.8998183967839997,1.2738262571219567,,
2018-09-30,2.92,2.85,164195,69733.0,85967,0.8112,0.1638,0.3247,0.6521,0.0739,0.2307,1.14,22.76,6.44,8.18,98.1,0.2426,2913.97998046875,MSFT,0.8318156082379997,1.925781226757945,,
2018-06-30,2.9,2.86,169662,72242.0,82718,0.8734,0.1502,0.3177,0.6525,0.0657,0.2009,1.16,45.64,7.43,9.83,109.99,0.2243,2718.3701171875,MSFT,0.7635610913689996,1.4450374850962635,,
2018-03-31,3.4,3.35,156659,73480.0,79239,0.9273,0.1489,0.3056,0.6499,0.063,0.1883,0.95,44.77,6.65,8.77,94.46,0.2041,2640.8701171875,MSFT,0.7269732846869998,0.39715656022950657,,
2017-12-31,2.89,2.85,167633,73348.0,78360,0.936,0.1352,0.3011,0.6494,0.0564,0.17,-0.82,48.36,6.4,8.45,87.05,0.1963,2673.610107421875,MSFT,0.727260133501,0.40808495847474396,,
2017-09-30,3.12,3.06,161031,76255.0,89647,0.8506,0.2662,0.3027,0.6502,0.1113,0.3343,0.84,55.63,6.18,7.99,81.21,0.1989,2519.360107421875,MSFT,0.7824146408149997,1.9185758607189165,,
2017-06-30,2.92,2.88,162696,76073.0,87711,0.8673,0.2639,0.3006,0.6452,0.1117,0.3437,1.03,23.93,5.55,6.06,70.37,0.2043,2423.409912109375,MSFT,0.8393555706199998,1.8265358833960346,,
2017-03-31,2.81,2.78,146313,76222.0,69729,1.0931,0.2493,0.3112,0.6532,0.1135,0.3458,0.7,23.99,5.26,5.69,64.77,0.2345,2362.719970703125,MSFT,0.8737203471199999,0.5396603870336723,,
2016-12-31,2.05,2.02,144949,59306.0,68809,0.8619,0.2381,0.3048,0.6469,0.111,0.3154,0.8,27.23,4.98,6.82,61.54,0.2372,2238.830078125,MSFT,0.868863396848,0.5215681483117359,,
2016-09-30,2.69,2.63,157909,60154.0,70372,0.8548,0.2298,0.2913,0.6395,0.111,0.2899,0.72,27.22,4.83,6.48,57.71,0.2268,2168.27001953125,MSFT,0.7143332275159999,5.440407460230652,,
2016-06-30,2.35,2.32,139660,40557.0,71997,0.5633,0.2253,0.2861,0.6404,0.1128,0.2729,0.86,25.55,4.58,5.88,53.14,0.2313,2098.860107421875,MSFT,0.6012833757829998,5.276855124029842,,
2016-03-31,2.9,2.84,128421,40896.0,74806,0.5467,0.1206,0.1732,0.6286,0.0591,0.1356,0.47,22.89,4.13,5.09,46.92,0.1349,2059.739990234375,MSFT,0.5140210396220002,1.4800788267296232,,
2015-12-31,3.0,2.93,127812,40679.0,76780,0.5298,0.1329,0.1857,0.64,0.0665,0.1444,0.62,39.91,4.68,5.29,50.28,0.1459,2043.93994140625,MSFT,0.552041657852,1.034230793069581,,
2015-09-30,2.46,2.39,121656,27819.0,77445,0.3592,0.1383,0.1995,0.6477,0.0719,0.1479,0.61,35.83,4.64,5.18,50.16,0.1642,1920.030029296875,MSFT,0.6780036738920003,4.336085023766639,,
2015-06-30,2.47,2.42,122797,27808.0,80083,0.3472,0.1303,0.1941,0.647,0.0701,0.1385,-0.38,26.64,3.6,4.09,39.69,0.1634,2063.110107421875,MSFT,0.7983552516020003,4.633965184734704,,
2015-03-31,2.91,2.85,118398,27644.0,90132,0.3067,0.211,0.2817,0.6497,0.1153,0.221,0.61,26.98,3.49,3.95,39.39,0.2389,2067.889892578125,MSFT,0.9351563860070002,0.6634254542398367,,
2014-12-31,2.45,2.41,116362,18260.0,91879,0.1987,0.2212,0.2897,0.6574,0.1229,0.2302,0.71,14.95,3.16,3.24,36.03,0.2477,2058.89990234375,MSFT,0.9763930706389998,0.9192025529410429,,
2014-09-30,2.52,2.45,112439,18472.0,90170,0.2049,0.2335,0.298,0.6699,0.1312,0.2425,0.54,16.48,3.65,3.66,40.88,0.2519,1972.2900390625,MSFT,1.017577826459,1.0995150446143667,,
2014-06-30,2.5,2.45,114246,20645.0,89784,0.2299,0.2542,0.3197,0.6882,0.1414,0.2567,0.55,15.9,3.71,3.71,40.54,0.2653,1960.22998046875,MSFT,1.0860713623839997,1.4976982339576952,,
2014-03-31,3.22,3.16,109006,20679.0,87424,0.2365,0.2691,0.3281,0.6979,0.1509,0.2693,0.68,13.78,3.51,3.33,36.24,0.2737,1872.3399658203125,MSFT,1.1592726336159997,1.8067373909896247,,
2013-12-31,3.17,3.12,106870,20676.0,85100,0.243,0.2735,0.3355,0.7124,0.1595,0.2832,0.78,13.25,3.57,3.34,35.38,0.2944,1848.3599853515625,MSFT,1.2240321645919998,0.9532226042920595,,
2013-09-30,2.87,2.8,99450,12632.0,81641,0.1547,0.2817,0.3458,0.7342,0.1654,0.2923,0.62,11.83,3.24,3.13,32.05,0.3097,1681.550048828125,MSFT,1.154788888763,3.2754236367224316,,
2013-06-30,2.71,2.66,101466,12601.0,78944,0.1596,0.2808,0.3438,0.7381,0.1659,0.2944,0.57,10.52,2.97,2.89,28.3,0.3119,1606.280029296875,MSFT,1.0483409685500003,3.628420225571087,,
2013-03-31,2.93,2.86,93524,11949.0,76688,0.1558,0.2158,0.2747,0.7525,0.1297,0.2307,0.72,11.22,3.17,3.08,29.16,0.2541,1569.18994140625,MSFT,0.9587192202500001,0.5373081052803873,,
2012-12-31,2.81,2.76,89574,11947.0,72576,0.1646,0.212,0.2694,0.7535,0.1262,0.2237,0.76,12.3,2.67,2.61,23.98,0.245,1426.18994140625,MSFT,1.0076052035000003,2.112352558957271,,
2012-09-30,2.68,2.63,84051,9714.0,68836,0.1411,0.2171,0.2746,0.7523,0.1327,0.2344,0.53,12.14,2.58,2.56,22.21,0.2545,1440.6700439453125,MSFT,1.2151383679099999,6.186051513957294,,
2012-06-30,2.6,2.57,85084,10713.0,66363,0.1614,0.2303,0.2952,0.7622,0.148,0.2627,-0.06,13.27,2.88,3.0,24.54,0.2854,1362.1600341796875,MSFT,1.4445098099120002,5.433289365875275,,
2012-03-31,2.94,2.88,76860,11938.0,68659,0.1739,0.3196,0.3799,0.7662,0.2092,0.3746,0.6,12.53,2.89,3.16,25.06,0.3737,1408.469970703125,MSFT,1.687363320668,2.0373757630834834,,
2011-12-31,2.86,2.81,72513,11932.0,64121,0.1861,0.3257,0.3758,0.7638,0.2193,0.4011,0.78,9.55,3.06,3.21,26.25,0.3844,1257.5999755859375,MSFT,1.8094361686040004,2.5902316498722633,,
2011-09-30,2.95,2.86,75271,11927.0,59391,0.2008,0.3301,0.3831,0.772,0.2301,0.43,0.68,7.6,2.48,2.74,20.99,0.4131,1131.4200439453125,MSFT,1.974422560187,2.636892110041667,,
2011-06-30,2.6,2.56,74918,11921.0,57083,0.2088,0.331,0.3883,0.7773,0.2361,0.4496,0.69,7.26,2.4,2.83,19.97,0.4361,1320.6400146484375,MSFT,2.136499226477,2.704169619926481,,
2011-03-31,2.76,2.71,66263,11915.0,53452,0.2229,0.3176,0.3923,0.7808,0.2358,0.4469,0.61,7.71,2.55,3.04,20.73,0.4657,1325.8299560546875,MSFT,2.322142589927,2.776544615164683,,
2010-12-31,2.46,2.42,59684,9671.0,48481,0.1995,0.3084,0.3956,0.7916,0.2318,0.4392,0.77,8.01,2.54,3.17,20.12,0.4901,1257.6400146484375,MSFT,2.3953534827800005,1.6109107155063984,,
2010-09-30,2.3,2.26,59581,9665.0,46942,0.2059,0.3132,0.4065,0.807,0.239,0.4499,0.62,9.35,2.88,3.81,21.98,0.5211,1141.199951171875,MSFT,2.3657315813800004,2.2009164757739743,,
2022-03-31,0.96,0.71,133876,47556.0,134001,0.3549,0.0448,0.0412,0.4214,0.0544,0.1687,-0.38,60.16,2.68,9.47,124.63,0.1118,4530.41015625,AMZN,0.5229622515319998,3.9001068361435096,,
2021-12-31,1.14,0.91,161580,48744.0,138245,0.3526,0.071,0.053,0.4203,0.0898,0.2798,1.39,78.69,3.5,12.38,163.0,0.1513,4766.18017578125,AMZN,0.6698066060599999,3.3956295439873885,,
2021-09-30,1.12,0.87,138531,50055.0,120564,0.4152,0.0573,0.0618,0.4131,0.0757,0.2431,0.31,51.47,3.65,12.28,166.72,0.1898,4307.5400390625,AMZN,0.7839504260000001,2.077530585414648,,
2021-06-30,1.2,0.99,140848,50279.0,114803,0.438,0.0664,0.0668,0.4068,0.0915,0.2986,0.76,64.26,3.68,13.81,164.25,0.219,4297.5,AMZN,0.8139378260000001,1.011335750381644,,
2021-03-31,1.05,0.85,121408,31868.0,103320,0.3084,0.0642,0.0663,0.4001,0.0908,0.3047,0.79,59.96,3.97,15.16,172.01,0.23,3972.889892578125,AMZN,0.7867064377999997,1.4996332885075607,,
2020-12-31,1.05,0.86,132733,31816.0,93404,0.3406,0.0553,0.0593,0.3957,0.0788,0.2707,0.71,58.88,3.77,15.09,154.7,0.2098,3756.070068359375,AMZN,0.7248253855639999,1.1265433857601732,,
2020-09-30,1.11,0.88,112969,32929.0,82775,0.3978,0.0499,0.0572,0.4022,0.0704,0.2449,0.62,77.97,4.3,17.54,162.85,0.2007,3363.0,AMZN,0.6699355051339999,1.4722205450724188,,
2020-06-30,1.18,0.97,110908,33128.0,73728,0.4493,0.041,0.0524,0.4027,0.0583,0.2047,0.52,92.2,4.6,19.1,157.44,0.1874,3100.2900390625,AMZN,0.6496298014819999,0.8943712875534401,,
2020-03-31,1.08,0.84,85985,23437.0,65272,0.3591,0.0356,0.0476,0.4064,0.0505,0.1783,0.25,106.07,4.34,18.75,137.94,0.1713,2584.590087890625,AMZN,0.6622722397449998,1.2663859338026984,,
2019-12-31,1.1,0.86,96334,23414.0,62060,0.3773,0.0413,0.0518,0.4099,0.0584,0.2107,0.32,93.15,3.32,14.91,97.49,0.1861,3230.780029296875,AMZN,0.7247156603449998,1.4799999999999989,,
2019-09-30,1.1,0.84,79054,22472.0,56508,0.3977,0.0427,0.0544,0.4111,0.0621,0.2252,0.21,80.31,3.32,14.83,92.39,0.1965,2976.739990234375,AMZN,0.7849156673749997,1.5616657773031963,,
2019-06-30,1.1,0.84,76790,23329.0,53061,0.4397,0.048,0.0596,0.4127,0.0716,0.2627,0.26,76.88,3.28,15.21,86.8,0.2153,2941.760009765625,AMZN,0.7923745711250003,1.3008202540448586,,
2019-03-31,1.09,0.83,69431,23322.0,48410,0.4818,0.0497,0.0617,0.4107,0.0776,0.2891,0.36,78.57,3.77,17.63,94.68,0.2275,2834.39990234375,AMZN,0.7484243018750001,2.119748412744619,,
2018-12-31,1.1,0.85,75101,23495.0,43549,0.5395,0.0433,0.0533,0.4025,0.0711,0.2702,0.3,74.35,3.69,18.1,89.04,0.2015,2506.85009765625,AMZN,0.6176663785249998,3.431637121452871,,
2018-09-30,1.08,0.8,59885,24684.0,39125,0.6309,0.0403,0.0487,0.3987,0.0665,0.2671,0.29,74.61,3.22,16.93,75.1,0.1855,2913.97998046875,AMZN,0.4897610052750001,3.99451290313767,,
2018-06-30,1.07,0.78,54481,24638.0,34995,0.704,0.0302,0.0355,0.3878,0.0495,0.2112,0.25,112.28,4.51,25.03,100.15,0.1357,2718.3701171875,AMZN,0.38395090266499987,1.8542923178398802,,
2018-03-31,1.06,0.77,50829,24640.0,31463,0.7831,0.0204,0.026,0.3777,0.0342,0.1472,0.16,134.8,4.05,23.65,84.99,0.1065,2640.8701171875,AMZN,0.333988776215,0.5913825608972023,,
2017-12-31,1.04,0.76,60197,24743.0,27709,0.893,0.0171,0.0231,0.3707,0.0292,0.1247,0.19,182.28,3.7,22.31,72.37,0.1013,2673.610107421875,AMZN,0.35303714735300007,1.4412494579357176,,
2017-09-30,1.03,0.74,48578,24710.0,24658,1.0021,0.012,0.0201,0.3646,0.021,0.0867,0.03,190.16,3.24,20.43,58.47,0.0947,2519.360107421875,AMZN,0.4176605505590001,2.962251396038718,,
2017-06-30,1.01,0.73,41007,7683.0,23214,0.331,0.0128,0.0231,0.3598,0.0238,0.0938,0.02,244.0,2.92,18.79,48.07,0.1223,2423.409912109375,AMZN,0.5103841236110003,2.2687441459979567,,
2017-03-31,1.06,0.77,39460,7691.0,21674,0.3548,0.0181,0.0289,0.3558,0.0344,0.1372,0.07,245.69,3.14,20.02,48.4,0.1539,2362.719970703125,AMZN,0.5739055801150001,0.8239741096256207,,
2016-12-31,1.05,0.78,45781,7694.0,19285,0.399,0.0174,0.0308,0.3509,0.0338,0.1387,0.08,166.64,3.02,19.55,44.33,0.1663,2238.830078125,AMZN,0.5985937602000002,0.28571547618799636,,
2016-09-30,1.06,0.74,35609,8205.0,17782,0.4614,0.0164,0.0316,0.3465,0.0321,0.1347,0.03,152.72,2.67,18.55,37.49,0.1695,2168.27001953125,AMZN,0.5666575219999999,1.607015867998821,,
2016-06-30,1.09,0.77,32220,8212.0,16538,0.4966,0.016,0.0321,0.344,0.0312,0.1353,0.09,191.6,3.15,22.37,41.87,0.172,2098.860107421875,AMZN,0.48654968119999986,3.117472266650231,,
2016-03-31,1.08,0.74,30513,8219.0,14756,0.557,0.0103,0.0269,0.3376,0.0199,0.0891,0.05,178.01,2.85,20.51,35.78,0.143,2059.739990234375,AMZN,0.3788636164099999,2.8120158842604948,,
2015-12-31,1.05,0.75,35705,8227.0,13384,0.6147,0.0056,0.0209,0.3304,0.0107,0.0492,0.05,244.3,2.5,18.99,29.68,0.1097,2043.93994140625,AMZN,0.25798685843599967,3.40315050112882,,
2015-09-30,1.08,0.75,28849,8243.0,12430,0.6632,0.0033,0.0171,0.3242,0.0062,0.0286,0.01,545.07,3.0,23.79,33.79,0.0871,1920.030029296875,AMZN,0.15357973068800002,3.518470311560598,,
2015-06-30,1.1,0.79,26391,8250.0,11768,0.7011,-0.002,0.008,0.3127,-0.0038,-0.0172,0.01,741.55,2.39,19.31,25.58,0.0428,2063.110107421875,AMZN,0.07378100403200016,1.644353976490463,,
2015-03-31,1.12,0.8,25922,8257.0,10873,0.7594,-0.0044,0.0031,0.3031,-0.0089,-0.0382,-0.01,0.0,2.11,17.26,21.7,0.0176,2067.889892578125,AMZN,0.03712334796799999,0.5208006656421758,,
2014-12-31,1.12,0.82,31327,8265.0,10741,0.7695,-0.0027,0.002,0.2948,-0.0057,-0.0229,0.02,0.0,1.87,15.95,18.61,0.0119,2058.89990234375,AMZN,0.06718932552800005,2.1806497502655793,,
2014-09-30,0.89,0.54,18572,3099.0,10336,0.2998,-0.0025,0.0011,0.2858,-0.0056,-0.021,-0.05,0.0,1.62,13.44,15.52,0.0072,1972.2900390625,AMZN,0.11412076636799995,2.6137903511949845,,
2014-06-30,1.0,0.65,18755,3119.0,10602,0.2942,0.0022,0.0075,0.283,0.0049,0.0182,-0.01,0.0,1.76,14.44,16.12,0.0471,1960.22998046875,AMZN,0.1744062923480001,0.739075999700527,,
2014-03-31,1.05,0.69,19327,3147.0,10328,0.3047,0.0038,0.0091,0.2776,0.0087,0.0317,0.01,854.68,1.84,14.15,16.24,0.0564,1872.3399658203125,AMZN,0.18315461541200007,0.357258076652346,,
2013-12-31,1.07,0.75,24625,3191.0,9746,0.3274,0.0037,0.01,0.2723,0.0084,0.0304,0.03,533.91,1.99,14.98,16.82,0.0617,1848.3599853515625,AMZN,0.1837146090770001,0.3494757979221645,,
2013-09-30,1.07,0.7,17334,3043.0,9087,0.3349,0.0019,0.0091,0.2655,0.0043,0.0153,-0.01,687.57,2.47,18.78,19.94,0.0549,1681.550048828125,AMZN,0.18382610145799982,0.35501173689518134,,
2013-06-30,1.11,0.74,16285,3042.0,8733,0.3483,-0.0015,0.0095,0.26,-0.0036,-0.0123,-0.0,1116.57,2.04,15.76,15.63,0.0569,1606.280029296875,AMZN,0.19549715222599984,0.42193996413391954,,
2013-03-31,1.14,0.76,16313,3040.0,8432,0.3605,-0.0014,0.0104,0.2537,-0.0033,-0.011,0.01,0.0,1.89,14.53,13.88,0.0618,1569.18994140625,AMZN,0.19413978957800015,0.48583261863869626,,
2012-12-31,1.12,0.8,21296,3084.0,8192,0.3765,-0.0006,0.0111,0.2475,-0.0016,-0.0051,0.01,0.0,1.9,14.38,13.32,0.0653,1426.18994140625,AMZN,0.2002128305119999,0.6164684366075305,,
2012-09-30,1.04,0.64,13118,2676.0,7553,0.3543,0.0007,0.0093,0.2374,0.0017,0.0052,-0.03,0.0,1.87,13.9,12.54,0.0557,1440.6700439453125,AMZN,0.21384521129599987,1.0856488075493531,,
2012-06-30,1.08,0.68,11793,2553.0,7505,0.3402,0.0069,0.0117,0.233,0.0176,0.0496,0.0,0.0,2.03,15.25,12.72,0.0672,1362.1600341796875,AMZN,0.2565028387839998,1.2887720253533335,,
2012-03-31,1.16,0.75,12154,2580.0,7271,0.3548,0.0109,0.0142,0.2276,0.0271,0.0733,0.01,281.91,1.93,13.75,11.42,0.0774,1408.469970703125,AMZN,0.31231077971199994,1.869153105910089,,
